,pval_outlier
TBX6_-_30103248.23-P1P2-1,0.9984
TBX6_-_30103248.23-P1P2-2,0.9926
TCEB2_+_2827229.23-P1P2-2,1.0
TCEB2_-_2827244.23-P1P2-2,1.0
TCEB3_+_24070337.23-P1P2-2,0.9912
TCEB3_-_24069975.23-P1P2-1,0.9912
TCEB3_-_24069975.23-P1P2-2,0.9996
TCF12_+_57210896.23-P1-1,0.9214
TCF12_+_57210896.23-P1-2,0.9214
TCF12_-_57210936.23-P1-1,0.9996
TCF12_-_57210936.23-P1-2,0.9912
TCF12_+_57511734.23-P2-1,1.0
TCF12_+_57511734.23-P2-2,1.0
TCF12_-_57511676.23-P2-1,1.0
TCF12_-_57511676.23-P2-2,1.0
TCF12_-_57511874.23-P2-1,1.0
TCF12_-_57511874.23-P2-2,1.0
TCF15_-_590883.23-P1P2-1,0.5
TCF15_-_590923.23-P1P2-1,0.5
TCF19_+_31127398.23-P2-1,0.8209
TCF19_+_31127398.23-P2-2,1.0
TCF19_-_31127346.23-P2-1,0.9993
TCF19_-_31127346.23-P2-2,0.9731
TCF19_-_31127409.23-P2-1,0.661
TCF19_-_31126353.23-P1-1,0.3634
TCF19_-_31126471.23-P1-1,0.9366
TCF19_-_31126471.23-P1-2,0.9366
TCF20_+_42610625.23-P1P2-1,1.0
TCF20_-_42610742.23-P1P2-1,0.9214
TCF20_-_42610747.23-P1P2-2,0.9707
TCF21_+_134210262.23-P1P2-1,1.0
TCF21_+_134210262.23-P1P2-2,1.0
TCF21_+_134210327.23-P1P2-1,1.0
TCF21_+_134210327.23-P1P2-2,1.0
TCF21_-_134210308.23-P1P2-1,1.0
TCF21_-_134210308.23-P1P2-2,1.0
TCF23_+_27371951.23-P1P2-1,0.9854
TCF23_+_27371951.23-P1P2-2,0.9531
TCF23_-_27372136.23-P1P2-1,0.9984
TCF23_-_27372136.23-P1P2-2,0.9926
TCF23_-_27372261.23-P1P2-2,1.0
TCF24_-_67874767.23-P1P2-2,0.9996
TCF24_-_67874776.23-P1P2-1,0.9214
TCF24_-_67874813.23-P1P2-2,0.9996
TCF25_+_89940042.23-P1P2-1,1.0
TCF25_+_89940042.23-P1P2-2,1.0
TCF25_+_89940050.23-P1P2-1,1.0
TCF25_+_89940050.23-P1P2-2,1.0
TCF25_-_89940098.23-P1P2-1,1.0
TCF25_-_89940098.23-P1P2-2,1.0
TCF3_+_1652556.23-P1P2-2,0.7186
TCF3_+_1652583.23-P1P2-1,0.9366
TCF3_+_1652583.23-P1P2-2,0.3634
TCF4_+_53255257.23-P1P2-1,0.5
TCF4_+_53255455.23-P1P2-2,0.5
TCF7L1_+_85360588.23-P1P2-1,0.9366
TCF7L1_+_85360588.23-P1P2-2,0.3634
TCF7L1_-_85360585.23-P1P2-1,0.7186
TCF7L2_+_114710032.23-P1P2-1,0.9214
TCF7L2_+_114710032.23-P1P2-2,0.9979
TCF7L2_+_114710052.23-P1P2-1,0.5
TCF7L2_+_114710052.23-P1P2-2,0.6808
TCF7_+_133450386.23-P1P2-1,0.6808
TCF7_+_133450386.23-P1P2-2,0.9996
TCF7_-_133451208.23-P1P2-2,0.9707
TCF7_-_133451211.23-P1P2-2,0.3192
TCFL5_+_61493165.23-P1P2-1,1.0
TCFL5_+_61493165.23-P1P2-2,1.0
TCFL5_-_61493047.23-P1P2-2,1.0
TCFL5_-_61493142.23-P1P2-1,1.0
TCFL5_-_61493142.23-P1P2-2,1.0
TEAD1_+_12695958.23-P1P2-1,1.0
TEAD1_+_12695958.23-P1P2-2,1.0
TEAD1_+_12696005.23-P1P2-2,1.0
TEAD1_+_12696179.23-P1P2-1,1.0
TEAD1_+_12696179.23-P1P2-2,1.0
TEAD2_+_49865443.23-P1P2-1,1.0
TEAD2_+_49865443.23-P1P2-2,1.0
TEAD2_+_49865620.23-P1P2-2,1.0
TEAD2_-_49865617.23-P1P2-1,1.0
TEAD2_-_49865617.23-P1P2-2,1.0
TEAD4_+_3069189.23-P1P2-1,0.9214
TEAD4_+_3069189.23-P1P2-2,0.5
TEAD4_-_3068607.23-P1P2-1,0.9707
TEAD4_-_3068610.23-P1P2-2,0.9979
TEF_+_41763463.23-P2-2,1.0
TEF_+_41763473.23-P2-1,1.0
TEF_+_41763473.23-P2-2,1.0
TEF_-_41763720.23-P2-1,1.0
TEF_-_41763720.23-P2-2,1.0
TEF_+_41777992.23-P1-1,1.0
TEF_+_41777992.23-P1-2,1.0
TEF_-_41777964.23-P1-2,1.0
TEF_-_41778004.23-P1-1,1.0
TEF_-_41778004.23-P1-2,1.0
TERF1_-_73921096.23-P1P2-2,1.0
TERF1_-_73921127.23-P1P2-1,0.9997
TERF1_-_73921127.23-P1P2-2,0.9926
TERF1_-_73921130.23-P1P2-1,0.661
TERF1_-_73921130.23-P1P2-2,0.9854
TET1_+_70320129.23-P1P2-2,0.9996
TET1_-_70320113.23-P1P2-1,0.3192
TET1_-_70320113.23-P1P2-2,0.5
TET1_-_70320646.23-P1P2-1,0.9912
TET1_-_70320646.23-P1P2-2,0.9912
TET2_+_106068397.23-P1P2-1,1.0
TET2_+_106068405.23-P1P2-1,0.661
TET2_+_106068405.23-P1P2-2,0.9854
TET2_-_106068105.23-P1P2-1,1.0
TET2_-_106068105.23-P1P2-2,0.7476
TET3_+_74273633.23-ENST00000409262.3-1,1.0
TET3_+_74273633.23-ENST00000409262.3-2,1.0
TET3_-_74273590.23-ENST00000409262.3-1,1.0
TET3_-_74273644.23-ENST00000409262.3-1,1.0
TFAP2A_+_10412563.23-P1-2,1.0
TFAP2A_-_10412405.23-P1-1,1.0
TFAP2A_-_10412496.23-P1-1,1.0
TFAP2A_-_10412496.23-P1-2,1.0
TFAP2A_+_10415262.23-P2-1,0.9366
TFAP2A_-_10415311.23-P2-1,0.7186
TFAP2A_-_10415311.23-P2-2,0.3634
TFAP2B_+_50786613.23-P1P2-1,1.0
TFAP2B_+_50786613.23-P1P2-2,1.0
TFAP2B_+_50786696.23-P1P2-1,1.0
TFAP2B_+_50786696.23-P1P2-2,1.0
TFAP2B_-_50786685.23-P1P2-1,1.0
TFAP2B_-_50786685.23-P1P2-2,1.0
TFAP2C_+_55204782.23-P1P2-1,1.0
TFAP2C_+_55204782.23-P1P2-2,1.0
TFAP2C_-_55204418.23-P1P2-1,1.0
TFAP2C_-_55204418.23-P1P2-2,1.0
TFAP2C_-_55204421.23-P1P2-1,1.0
TFAP2C_-_55204421.23-P1P2-2,1.0
TFAP2D_+_50681894.23-P1P2-2,0.3634
TFAP2D_+_50681897.23-P1P2-1,0.7186
TFAP2D_-_50681622.23-P1P2-1,0.7186
TFAP2D_-_50681622.23-P1P2-2,0.7186
TFAP2E_+_36038973.23-P1P2-1,1.0
TFAP2E_+_36038973.23-P1P2-2,1.0
TFAP2E_+_36038986.23-P1P2-1,1.0
TFAP2E_+_36038986.23-P1P2-2,1.0
TFAP2E_-_36038918.23-P1P2-1,1.0
TFAP2E_-_36038918.23-P1P2-2,1.0
TFAP4_-_4322496.23-P1P2-2,1.0
TFAP4_-_4322842.23-P1P2-1,1.0
TFAP4_-_4322842.23-P1P2-2,1.0
TFAP4_-_4322853.23-P1P2-1,1.0
TFAP4_-_4322853.23-P1P2-2,1.0
TFCP2L1_-_122042713.23-P1P2-1,1.0
TFCP2L1_-_122042737.23-P1P2-1,1.0
TFCP2L1_-_122042737.23-P1P2-2,1.0
TFCP2_+_51566694.23-P1P2-1,1.0
TFCP2_+_51566834.23-P1P2-1,1.0
TFCP2_-_51566888.23-P1P2-1,1.0
TFCP2_-_51566888.23-P1P2-2,1.0
TFDP2_+_141868098.23-P2-1,0.4649
TFDP2_+_141868098.23-P2-2,0.9997
TFDP2_+_141868286.23-P2-1,0.7476
TFDP2_+_141868286.23-P2-2,0.5649
TFDP2_+_141868304.23-P2-1,0.9999
TFDP2_+_141868304.23-P2-2,1.0
TFDP3_+_132352371.23-P1P2-2,0.9912
TFDP3_-_132352215.23-P1P2-2,0.6808
TFDP3_-_132352367.23-P1P2-2,0.9979
TFE3_+_48900575.23-P1P2-1,0.5649
TFE3_+_48900575.23-P1P2-2,1.0
TFE3_+_48900832.23-P1P2-1,0.5649
TFE3_-_48900790.23-P1P2-1,1.0
TFE3_-_48900790.23-P1P2-2,1.0
TFEB_+_41701274.23-P2-1,1.0
TFEB_+_41701274.23-P2-2,1.0
TFEB_+_41701498.23-P2-2,1.0
TFEB_-_41701552.23-P2-2,1.0
TFEB_+_41703071.23-P1-1,0.5
TFEB_+_41703071.23-P1-2,0.5
TFEC_+_115670784.23-P1P2-1,1.0
TFEC_+_115670784.23-P1P2-2,1.0
TFEC_+_115670802.23-P1P2-1,1.0
TFEC_+_115670802.23-P1P2-2,1.0
TFEC_-_115670779.23-P1P2-1,1.0
TFEC_-_115670779.23-P1P2-2,1.0
TGFB1I1_+_31483517.23-P1P2-1,1.0
TGFB1I1_-_31483856.23-P1P2-1,1.0
TGFB1I1_-_31483856.23-P1P2-2,1.0
TGIF1_+_3450597.23-P1P2-1,1.0
TGIF1_-_3450224.23-P1P2-1,1.0
TGIF2LX_+_89176976.23-P1P2-1,0.9979
TGIF2LX_+_89177091.23-P1P2-1,0.9999
TGIF2LX_+_89177091.23-P1P2-2,0.5
TGIF2LX_-_89177103.23-P1P2-1,0.5
TGIF2LX_-_89177103.23-P1P2-2,0.3192
"TGIF2LY_+_3447192.23-ENST00000321217.4,ENST00000559055.2-1",1.0
"TGIF2LY_+_3447292.23-ENST00000321217.4,ENST00000559055.2-1",1.0
"TGIF2LY_+_3447292.23-ENST00000321217.4,ENST00000559055.2-2",1.0
"TGIF2LY_-_3447304.23-ENST00000321217.4,ENST00000559055.2-1",1.0
"TGIF2LY_-_3447304.23-ENST00000321217.4,ENST00000559055.2-2",1.0
TGIF2_+_35202035.23-P1P2-1,1.0
TGIF2_-_35202046.23-P1P2-1,1.0
TGIF2_-_35202046.23-P1P2-2,1.0
TGIF2_-_35203457.23-P1P2-2,1.0
THAP10_+_71184705.23-P1P2-1,1.0
THAP10_+_71184710.23-P1P2-1,1.0
THAP10_+_71184710.23-P1P2-2,1.0
THAP10_-_71184724.23-P1P2-1,1.0
THAP10_-_71184724.23-P1P2-2,1.0
THAP11_+_67876232.23-P1P2-1,1.0
THAP11_+_67876232.23-P1P2-2,1.0
THAP11_-_67876676.23-P1P2-1,1.0
THAP11_-_67876676.23-P1P2-2,1.0
THAP1_+_42698470.23-P1P2-1,1.0
THAP1_-_42698284.23-P1P2-1,1.0
THAP2_+_72057228.23-P1-2,0.5
THAP2_-_72056870.23-P1-2,0.5
THAP2_+_72058155.23-P2-1,0.8266
THAP2_+_72058155.23-P2-2,0.5
THAP2_+_72058201.23-P2-1,0.9707
THAP2_+_72058354.23-P2-1,0.9707
THAP3_+_6685262.23-P1P2-1,1.0
THAP3_+_6685346.23-P1P2-1,1.0
THAP3_+_6685346.23-P1P2-2,1.0
THAP3_-_6685258.23-P1P2-1,1.0
THAP3_-_6685258.23-P1P2-2,1.0
THAP4_+_242576393.23-P1P2-1,0.3634
THAP4_-_242576370.23-P1P2-2,0.9366
THAP4_-_242576577.23-P1P2-2,0.7186
THAP5_+_108210105.23-P1P2-1,0.7186
THAP5_+_108210139.23-P1P2-1,0.3634
THAP5_-_108210095.23-P1P2-2,0.9366
THAP6_+_76439871.23-P1P2-2,1.0
THAP6_+_76439894.23-P1P2-1,1.0
THAP6_+_76439894.23-P1P2-2,1.0
THAP6_-_76439671.23-P1P2-2,1.0
THAP7_+_21356044.23-P1P2-1,0.8266
THAP7_+_21356044.23-P1P2-2,0.9214
THAP7_+_21356381.23-P1P2-1,0.9979
THAP7_+_21356381.23-P1P2-2,0.6808
THAP8_+_36545129.23-P1P2-1,1.0
THAP8_+_36545129.23-P1P2-2,1.0
THAP8_+_36545274.23-P1P2-1,1.0
THAP8_+_36545274.23-P1P2-2,1.0
THAP8_-_36545115.23-P1P2-1,1.0
THAP8_-_36545115.23-P1P2-2,1.0
THAP9_+_83822234.23-P1P2-1,1.0
THAP9_+_83822234.23-P1P2-2,1.0
THAP9_-_83821884.23-P1P2-1,1.0
THAP9_-_83821884.23-P1P2-2,1.0
THAP9_-_83821936.23-P1P2-2,1.0
THRA_+_38219258.23-P1P2-2,0.9948
THRA_+_38219267.23-P1P2-2,0.7186
THRA_+_38219487.23-P1P2-1,0.7186
THRB_+_24536240.23-P1P2-1,1.0
THRB_+_24536240.23-P1P2-2,1.0
THRB_+_24536325.23-P1P2-1,1.0
THRB_+_24536325.23-P1P2-2,1.0
THRB_-_24536232.23-P1P2-1,1.0
THRB_-_24536232.23-P1P2-2,1.0
THYN1_-_134122877.23-P1P2-2,1.0
THYN1_-_134123217.23-P1P2-1,0.9993
THYN1_-_134123217.23-P1P2-2,1.0
THYN1_-_134123261.23-P1P2-2,0.9993
TIGD1_+_233415246.23-P1P2-1,0.9993
TIGD1_+_233415246.23-P1P2-2,0.8792
TIGD1_-_233415185.23-P1P2-1,1.0
TIGD1_-_233415185.23-P1P2-2,0.5649
TIGD1_-_233415211.23-P1P2-2,1.0
TIGD2_+_90034712.23-P1P2-1,0.9948
TIGD2_-_90034726.23-P1P2-1,0.3634
TIGD2_-_90034780.23-P1P2-1,0.9366
TIGD3_+_65122293.23-P1P2-1,0.8266
TIGD3_+_65122318.23-P1P2-1,0.9996
TIGD3_-_65122500.23-P1P2-2,0.9979
TIGD4_+_153700713.23-P1P2-1,0.661
TIGD4_+_153700713.23-P1P2-2,0.367
TIGD4_+_153700856.23-P1P2-2,0.8209
TIGD4_-_153700544.23-P1P2-1,1.0
TIGD4_-_153700544.23-P1P2-2,1.0
TIGD5_-_144680281.23-P1P2-1,1.0
TIGD5_-_144680284.23-P1P2-1,1.0
TIGD6_-_149380091.23-P1P2-2,1.0
TIGD6_-_149380126.23-P1P2-2,1.0
TIGD7_+_3355459.23-P1P2-1,1.0
TIGD7_-_3355365.23-P1P2-1,1.0
TIGD7_-_3355409.23-P1P2-1,1.0
TIGD7_-_3355409.23-P1P2-2,1.0
TLX1_+_102890870.23-P1P2-2,0.3634
TLX1_-_102891096.23-P1P2-1,0.7186
TLX1_-_102891434.23-P1P2-1,0.9366
TLX1_-_102891434.23-P1P2-2,0.3634
TLX2_+_74741590.23-P1P2-1,0.6808
TLX2_-_74741618.23-P1P2-1,0.9912
TLX2_-_74741618.23-P1P2-2,0.5
TLX2_-_74741625.23-P1P2-2,1.0
TLX3_+_170736308.23-P1P2-1,1.0
TLX3_+_170736308.23-P1P2-2,1.0
TLX3_-_170736318.23-P1P2-1,1.0
TLX3_-_170736318.23-P1P2-2,1.0
TLX3_-_170736502.23-P1P2-1,1.0
TLX3_-_170736502.23-P1P2-2,1.0
TMF1_+_69101239.23-P1P2-1,0.5649
TMF1_+_69101365.23-P1P2-2,1.0
TMF1_+_69101385.23-P1P2-1,0.9227
TMF1_+_69101385.23-P1P2-2,1.0
TNXB_+_32077082.23-P1P2-1,1.0
TNXB_+_32077082.23-P1P2-2,1.0
TNXB_-_32077070.23-P1P2-1,1.0
TNXB_-_32077070.23-P1P2-2,1.0
TNXB_-_32077116.23-P1P2-1,1.0
TNXB_-_32077116.23-P1P2-2,1.0
TOPORS_+_32552576.23-P1P2-1,1.0
TOPORS_+_32552576.23-P1P2-2,1.0
TOPORS_-_32552374.23-P1P2-1,1.0
TOPORS_-_32552374.23-P1P2-2,1.0
TOX2_+_42543526.23-P1P2-1,1.0
TOX2_+_42543526.23-P1P2-2,1.0
TOX2_+_42543539.23-P1P2-2,1.0
TOX3_+_52581015.23-P1P2-2,0.3634
TOX3_-_52580817.23-P1P2-1,0.9366
TOX3_-_52580817.23-P1P2-2,0.3634
TOX3_-_52581060.23-P1P2-1,0.9366
TOX4_+_21945041.23-P1P2-1,1.0
TOX4_+_21945041.23-P1P2-2,1.0
TOX4_-_21945581.23-P1P2-1,1.0
TOX4_-_21945581.23-P1P2-2,1.0
TOX_+_60031265.23-P1P2-1,1.0
TOX_+_60031265.23-P1P2-2,1.0
TOX_-_60031633.23-P1P2-1,1.0
TOX_-_60031633.23-P1P2-2,1.0
TOX_-_60031640.23-P1P2-1,1.0
TOX_-_60031640.23-P1P2-2,1.0
TP53BP1_+_43785309.23-P1-1,0.9366
TP53BP1_+_43785309.23-P1-2,0.9366
TP53BP1_+_43785353.23-P1-2,0.3634
TP53BP1_+_43802602.23-P2-1,1.0
TP53BP1_+_43802658.23-P2-1,1.0
TP53BP1_-_43802635.23-P2-1,1.0
TP53BP2_+_224033636.23-P1P2-1,1.0
TP53BP2_+_224033636.23-P1P2-2,1.0
TP53BP2_-_224033594.23-P1P2-2,1.0
TP53BP2_-_224033620.23-P1P2-1,1.0
TP53BP2_-_224033620.23-P1P2-2,1.0
TP53_+_7590774.23-P1P2-1,0.8209
TP53_+_7590774.23-P1P2-2,0.8209
TP53_+_7590780.23-P1P2-1,0.4649
TP53_+_7590780.23-P1P2-2,0.9854
TP53_-_7590396.23-P1P2-1,1.0
TP53_-_7590396.23-P1P2-2,1.0
TP63_-_189507521.23-P1P2-2,0.3634
TP63_-_189507529.23-P1P2-2,0.9366
TP73_-_3569149.23-P1P2-1,1.0
TP73_-_3569350.23-P1P2-1,1.0
TP73_-_3569350.23-P1P2-2,1.0
TP73_-_3569572.23-P1P2-2,1.0
TPI1_-_6977036.23-P1P2-1,1.0
TPI1_-_6977036.23-P1P2-2,1.0
TPI1_-_6977161.23-P1P2-2,1.0
TPRX1_-_48321879.23-ENST00000535759.1-2,1.0
TPRX1_-_48321892.23-ENST00000535759.1-2,1.0
TRAFD1_+_112563373.23-P1P2-1,0.661
TRAFD1_+_112563373.23-P1P2-2,0.4649
TRAFD1_+_112563409.23-P1P2-2,1.0
TRAFD1_+_112563696.23-P1P2-1,1.0
TRAFD1_+_112563696.23-P1P2-2,0.9993
TRERF1_+_42419342.23-P1P2-1,1.0
TRERF1_+_42419342.23-P1P2-2,1.0
TRERF1_+_42419496.23-P1P2-2,1.0
TRERF1_+_42419524.23-P1P2-1,1.0
TRERF1_+_42419524.23-P1P2-2,1.0
TRIM22_+_5711072.23-P1P2-2,1.0
TRIM22_+_5711094.23-P1P2-1,1.0
TRIM22_+_5711094.23-P1P2-2,1.0
TRIM22_-_5711041.23-P1P2-1,1.0
TRIM22_-_5711041.23-P1P2-2,1.0
TRIM25_+_54991355.23-P1P2-1,0.7476
TRIM25_+_54991355.23-P1P2-2,1.0
TRIM25_-_54991025.23-P1P2-1,1.0
TRIM25_-_54991025.23-P1P2-2,0.5649
TRIM25_-_54991362.23-P1P2-2,0.9964
TRIM27_+_28891600.23-P1P2-2,0.5
TRIM27_-_28891526.23-P1P2-1,0.9979
TRIM27_-_28891526.23-P1P2-2,0.9214
TRIM27_-_28891686.23-P1P2-1,0.3192
TRIM27_-_28891686.23-P1P2-2,0.6808
TRIM28_+_59055947.23-P1P2-1,0.3634
TRIM28_+_59055947.23-P1P2-2,0.3634
TRIM28_-_59056051.23-P1P2-2,0.7186
TRIM28_-_59056127.23-P1P2-2,0.3634
TRIM29_+_119993717.23-P2-1,1.0
TRIM29_+_119993717.23-P2-2,1.0
TRIM29_-_119993342.23-P2-1,1.0
TRIM29_-_119993342.23-P2-2,1.0
TRIM29_-_119993792.23-P2-1,1.0
TRIM29_-_119993792.23-P2-2,1.0
TRIM29_+_120008604.23-P1-1,1.0
TRIM29_+_120008604.23-P1-2,1.0
TRIM29_-_120008777.23-P1-2,1.0
TRIM29_-_120008800.23-P1-2,1.0
TRPS1_+_116681182.23-P1P2-1,0.9227
TRPS1_-_116680818.23-P1P2-1,0.9926
TRPS1_-_116680818.23-P1P2-2,1.0
TRPS1_-_116681019.23-P1P2-1,0.9854
TRPS1_-_116681019.23-P1P2-2,0.9984
TSC22D1_+_45010942.23-P1P2-1,0.9214
TSC22D1_+_45010959.23-P1P2-1,1.0
TSC22D1_+_45010959.23-P1P2-2,0.8266
TSC22D1_+_45010971.23-P1P2-2,0.3192
TSC22D2_-_150126170.23-P1P2-1,1.0
TSC22D2_-_150126170.23-P1P2-2,1.0
TSC22D2_-_150126467.23-P1P2-1,1.0
TSC22D2_-_150126467.23-P1P2-2,1.0
TSC22D3_-_106959830.23-P1P2-2,0.9996
TSC22D3_-_106960226.23-P1P2-1,0.9912
TSC22D3_-_106960226.23-P1P2-2,0.9979
TSC22D4_+_100076860.23-P1P2-2,0.7186
TSC22D4_-_100076731.23-P1P2-1,0.9366
TSC22D4_-_100076795.23-P1P2-2,0.7186
TSHZ1_+_72922881.23-P1P2-1,1.0
TSHZ1_+_72922881.23-P1P2-2,1.0
TSHZ1_-_72922853.23-P1P2-1,1.0
TSHZ1_-_72922853.23-P1P2-2,1.0
TSHZ1_-_72922860.23-P1P2-2,1.0
TSHZ3_+_31840113.23-P1P2-1,1.0
TSHZ3_+_31840113.23-P1P2-2,1.0
TSHZ3_-_31840331.23-P1P2-1,1.0
TSHZ3_-_31840331.23-P1P2-2,1.0
TSHZ3_-_31840342.23-P1P2-2,1.0
TTF1_+_135282175.23-P1P2-2,1.0
TTF1_-_135282227.23-P1P2-1,1.0
TTF1_-_135282227.23-P1P2-2,1.0
TUB_+_8060398.23-ENST00000305253.4-1,1.0
TUB_+_8060398.23-ENST00000305253.4-2,1.0
TUB_+_8060415.23-ENST00000305253.4-1,1.0
TUB_+_8060415.23-ENST00000305253.4-2,1.0
TUB_-_8060341.23-ENST00000305253.4-1,1.0
TULP1_+_35480587.23-P1P2-1,0.9993
TULP1_+_35480587.23-P1P2-2,1.0
TULP1_+_35480604.23-P1P2-1,0.9926
TULP1_+_35480604.23-P1P2-2,0.8792
TULP1_-_35480615.23-P1P2-2,0.5649
TULP2_+_49401936.23-P1P2-1,1.0
TULP2_+_49401936.23-P1P2-2,1.0
TULP2_+_49401946.23-P1P2-1,1.0
TULP2_+_49401946.23-P1P2-2,1.0
TULP2_-_49401925.23-P1P2-1,1.0
TULP2_-_49401925.23-P1P2-2,1.0
TULP3_+_2986458.23-P1-2,1.0
TULP3_-_2986478.23-P1-1,1.0
TULP3_-_2986478.23-P1-2,1.0
TULP3_+_3000099.23-P2-2,0.8792
TULP3_-_3000073.23-P2-1,0.9926
TULP3_-_3000073.23-P2-2,1.0
TULP3_-_3000092.23-P2-1,1.0
TULP3_-_3000092.23-P2-2,0.9731
TULP4_+_158733362.23-P1P2-1,0.9854
TULP4_+_158733362.23-P1P2-2,1.0
TULP4_+_158733713.23-P1P2-1,0.9993
TULP4_+_158733713.23-P1P2-2,1.0
TULP4_-_158733332.23-P1P2-1,0.367
TWIST1_+_19157238.23-P1P2-1,1.0
TWIST1_+_19157238.23-P1P2-2,1.0
TWIST1_-_19157086.23-P1P2-1,1.0
TWIST1_-_19157086.23-P1P2-2,1.0
TWIST1_-_19157221.23-P1P2-1,1.0
TWIST2_+_239756707.23-P1P2-1,1.0
TWIST2_+_239756707.23-P1P2-2,1.0
TWIST2_+_239756884.23-P1P2-1,1.0
TWIST2_+_239756884.23-P1P2-2,1.0
TWIST2_-_239756927.23-P1P2-1,1.0
T_+_166581899.23-P1P2-1,1.0
T_+_166581899.23-P1P2-2,1.0
T_+_166581924.23-P1P2-1,1.0
T_+_166581924.23-P1P2-2,1.0
T_-_166582062.23-P1P2-1,1.0
T_-_166582062.23-P1P2-2,1.0
UBN1_+_4897492.23-P1P2-2,0.9707
UBN1_+_4897728.23-P1P2-1,1.0
UBN1_+_4897728.23-P1P2-2,0.9214
UBP1_+_33481824.23-P1P2-1,0.7186
UBP1_+_33481843.23-P1P2-1,0.9366
UBP1_+_33481843.23-P1P2-2,0.3634
UBTF_-_42295646.23-P1P2-2,1.0
UBTF_-_42298228.23-P1P2-1,0.9214
UBTF_-_42298228.23-P1P2-2,0.6808
UBTF_-_42298236.23-P1P2-1,0.3192
UNCX_+_1272543.23-P1P2-2,0.9214
UNCX_+_1272724.23-P1P2-2,0.9979
UNCX_+_1272731.23-P1P2-2,0.9979
UNKL_+_1464667.23-P1P2-1,1.0
UNKL_+_1464667.23-P1P2-2,1.0
UNKL_+_1464670.23-P1P2-1,1.0
UNKL_+_1464670.23-P1P2-2,1.0
USF1_+_161015630.23-P1P2-1,1.0
USF1_+_161015630.23-P1P2-2,1.0
USF1_+_161015691.23-P1P2-2,1.0
USF1_+_161015697.23-P1P2-2,1.0
USF2_+_35759877.23-P1P2-2,1.0
USF2_-_35760358.23-P1P2-1,1.0
USF2_-_35760367.23-P1P2-1,1.0
USF2_-_35760367.23-P1P2-2,1.0
VAV1_+_6772924.23-P1P2-2,0.3634
VAV1_-_6772749.23-P1P2-1,0.7186
VAV1_-_6772749.23-P1P2-2,0.9948
VAX1_+_118897315.23-P1P2-1,1.0
VAX1_+_118897315.23-P1P2-2,1.0
VAX1_+_118897861.23-P1P2-1,1.0
VAX1_+_118897861.23-P1P2-2,1.0
VAX1_-_118897715.23-P1P2-1,1.0
VAX1_-_118897715.23-P1P2-2,1.0
VAX2_-_71127736.23-P1P2-2,0.7186
VAX2_-_71127764.23-P1P2-2,0.9366
VDR_+_48298746.23-P1P2-1,1.0
VDR_+_48298796.23-P1P2-1,0.5649
VDR_+_48298796.23-P1P2-2,0.9997
VDR_-_48298787.23-P1P2-1,1.0
VENTX_+_135051614.23-P1P2-1,1.0
VENTX_+_135051614.23-P1P2-2,1.0
VENTX_+_135051755.23-P1P2-1,1.0
VENTX_+_135051755.23-P1P2-2,1.0
VEZF1_+_56065259.23-P1P2-1,1.0
VEZF1_+_56065259.23-P1P2-2,1.0
VEZF1_-_56065552.23-P1P2-2,1.0
VSX1_+_25058243.23-P1P2-1,1.0
VSX1_+_25058243.23-P1P2-2,1.0
VSX1_+_25058420.23-P1P2-1,1.0
VSX1_+_25058420.23-P1P2-2,1.0
VSX2_-_74706168.23-P1P2-1,1.0
VSX2_-_74706168.23-P1P2-2,0.9997
VSX2_-_74706171.23-P1P2-1,0.5649
VSX2_-_74706171.23-P1P2-2,1.0
VSX2_-_74706179.23-P1P2-2,0.8792
WDR82_+_52312633.23-P1P2-1,1.0
WDR82_-_52312178.23-P1P2-1,1.0
WDR82_-_52312178.23-P1P2-2,1.0
WIZ_+_15543511.23-P1P2-1,0.5
WIZ_-_15543504.23-P1P2-2,0.5
WNK1_+_862246.23-P1P2-1,0.9964
WNK1_+_862246.23-P1P2-2,1.0
WNK1_+_862382.23-P1P2-1,1.0
WNK1_+_862382.23-P1P2-2,0.367
WNK1_-_861739.23-P1P2-1,0.7476
WT1_-_32456608.23-P1P2-1,0.9948
WT1_-_32456679.23-P1P2-1,0.3634
WT1_-_32456679.23-P1P2-2,0.9366
XBP1_+_29196481.23-P1P2-1,0.8792
XBP1_+_29196481.23-P1P2-2,1.0
XBP1_+_29196505.23-P1P2-2,0.367
XBP1_+_29196516.23-P1P2-1,1.0
XBP1_+_29196516.23-P1P2-2,0.661
XPA_+_100459580.23-P1P2-1,0.3634
XPA_+_100459580.23-P1P2-2,0.3634
XPA_+_100459586.23-P1P2-2,0.9948
YAF2_+_42632012.23-P1P2-1,0.5
YAF2_-_42631840.23-P1P2-1,0.5
YAP1_+_101981346.23-P1P2-1,1.0
YAP1_+_101981346.23-P1P2-2,1.0
YBX1_+_43148077.23-P1P2-1,0.9366
YBX1_+_43148807.23-P1P2-1,0.9366
YBX1_+_43148807.23-P1P2-2,0.3634
YBX2_+_7197885.23-P1P2-1,0.9996
YBX2_+_7197885.23-P1P2-2,0.9912
YBX2_+_7197888.23-P1P2-2,0.8266
YBX2_+_7197907.23-P1P2-1,0.3192
YBX3_+_10875428.23-P1P2-1,0.9214
YBX3_+_10875428.23-P1P2-2,0.9214
YBX3_-_10875976.23-P1P2-2,0.9999
YBX3_-_10875981.23-P1P2-1,0.3192
YEATS2_-_183415610.23-P1P2-2,1.0
