,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log
ZNF408:P1P2,4.683349609375,0.173,5.67578125,0.084,4.6192626953125,0.171,5.4677734375,0.089,5.1678466796875,0.094,4.2686767578125,0.224,7.789794921875,0.03,4.281982421875,0.194,5.6998291015625,0.088,4.07958984375,0.26,3.159423828125,0.495,4.317626953125,0.219,5.744140625,0.101,3.3565673828125,0.385,3.60986328125,0.332,5.269287109375,0.113,3.998046875,0.251,3.7557373046875,0.293,4.992919921875,0.124,4.616943359375,0.166,0.1943,0.1165685251370694,4.72772216796875,1.062477011550014,0.7115048482264443,0.6746519466245922
ZNF410:P1P2,15.2716064453125,0.012,22.4400634765625,0.001,16.230712890625,0.02,22.6124267578125,0.001,20.6356201171875,0.005,16.0576171875,0.014,26.3956298828125,0.001,16.27294921875,0.009,20.123046875,0.004,16.5570068359375,0.016,14.7947998046875,0.011,17.2337646484375,0.01,22.6654052734375,0.001,14.47607421875,0.018,15.32568359375,0.014,19.02099609375,0.004,16.4173583984375,0.01,15.8984375,0.008,16.441162109375,0.01,17.9134521484375,0.006,0.008750000000000003,0.005838844514384494,18.139190673828125,3.2811386808655216,2.057495893831919,1.258617906002378
ZNF414:P1P2,2.690185546875,0.852,6.328369140625,0.132,3.2337646484375,0.698,6.724365234375,0.139,5.447509765625,0.275,2.8277587890625,0.816,7.594482421875,0.097,3.2451171875,0.703,4.0328369140625,0.508,3.771240234375,0.557,3.8046875,0.571,5.032470703125,0.307,5.56005859375,0.261,3.0035400390625,0.756,4.592529296875,0.371,5.661376953125,0.226,4.522216796875,0.406,3.5792236328125,0.607,3.5635986328125,0.624,4.49853515625,0.4,0.46530000000000005,0.23669969870792198,4.485693359375,1.3759609591298407,0.3322576139224569,0.6518295820237945
ZNF415:P1P2,11.2542724609375,0.016,8.799072265625,0.081,10.4736328125,0.027,7.7393798828125,0.114,8.4500732421875,0.072,11.40673828125,0.018,5.6644287109375,0.317,10.5281982421875,0.041,7.839111328125,0.089,10.8555908203125,0.028,10.4039306640625,0.031,10.4427490234375,0.03,7.5440673828125,0.117,14.09130859375,0.009,12.4544677734375,0.01,7.8824462890625,0.117,10.8533935546875,0.034,11.65576171875,0.008,10.795166015625,0.02,9.1903076171875,0.057,0.0618,0.07064708434405335,9.916204833984375,1.992939115949463,1.2089412564081745,0.9963454891879915
ZNF416:P1P2,2.87939453125,0.265,6.4383544921875,0.009,3.4180908203125,0.165,6.4755859375,0.006,5.361083984375,0.018,2.3597412109375,0.397,7.315673828125,0.006,3.2734375,0.176,3.7298583984375,0.096,3.8974609375,0.106,3.33837890625,0.139,4.893798828125,0.036,5.5302734375,0.026,2.7647705078125,0.291,3.97265625,0.089,5.09130859375,0.027,4.293212890625,0.059,3.0137939453125,0.191,3.3094482421875,0.16,4.18408203125,0.066,0.11639999999999999,0.10773427348903657,4.277020263671875,1.3793003134458672,0.934009710766224,0.6311413078626168
ZNF417:P1P2,2.7386474609375,0.149,2.396240234375,0.292,2.2322998046875,0.33,2.926513671875,0.161,1.8594970703125,0.493,1.679443359375,0.617,3.4271240234375,0.106,1.7164306640625,0.553,2.1488037109375,0.34,2.180419921875,0.362,2.6651611328125,0.221,2.8724365234375,0.178,2.248291015625,0.379,2.47265625,0.235,2.4521484375,0.255,2.6644287109375,0.19,2.5076904296875,0.217,1.665771484375,0.587,2.38818359375,0.279,1.7047119140625,0.62,0.32819999999999994,0.16380720374879731,2.347344970703125,0.4722952581701243,0.48384819086776026,0.3705769191100538
ZNF418:P1P2,2.7281494140625,0.4,4.1656494140625,0.125,2.275146484375,0.552,4.7569580078125,0.074,3.4571533203125,0.213,2.2626953125,0.549,4.5030517578125,0.08,2.0250244140625,0.671,3.280029296875,0.249,3.1773681640625,0.265,2.9930419921875,0.336,3.2945556640625,0.256,4.1480712890625,0.127,3.3369140625,0.205,3.3211669921875,0.213,3.5721435546875,0.178,3.2105712890625,0.275,2.82177734375,0.315,3.0849609375,0.298,2.9056396484375,0.361,0.2871,0.1590312448612073,3.26600341796875,0.7160982265315186,0.5419516808257299,0.514016634902851
ZNF419:P1P2,1.96337890625,0.466,1.4296875,0.735,2.1873779296875,0.344,1.45361328125,0.775,1.224853515625,0.864,2.1595458984375,0.365,1.229248046875,0.889,1.722900390625,0.539,1.2320556640625,0.867,1.3724365234375,0.757,2.00537109375,0.455,1.900146484375,0.505,1.24560546875,0.886,2.4195556640625,0.27,2.415283203125,0.255,1.285400390625,0.837,1.657470703125,0.618,1.7584228515625,0.563,2.2891845703125,0.31,1.606201171875,0.658,0.5979,0.22069886604530664,1.727886962890625,0.4175556621657886,0.22336418297640276,0.23751532784277124
ZNF41:P1P2,22.6337890625,0.0,28.9200439453125,0.0,23.4744873046875,0.0,28.52392578125,0.0,27.739990234375,0.0,21.8138427734375,0.0,28.1484375,0.0,23.98388671875,0.0,23.0064697265625,0.0,25.83984375,0.0,26.359375,0.0,29.2626953125,0.0,25.915283203125,0.0,24.0057373046875,0.0,28.351318359375,0.0,28.681396484375,0.0,28.250732421875,0.0,24.0433349609375,0.0,23.2752685546875,0.0,26.391357421875,0.0,0.0,0.0,25.931060791015625,2.4567744998545145,5.0,1.4138202833046893
ZNF420:P1P2,5.279541015625,0.053,11.883056640625,0.001,5.1876220703125,0.067,11.75830078125,0.001,9.646484375,0.002,5.3853759765625,0.05,11.08544921875,0.001,5.51953125,0.047,6.9937744140625,0.014,7.2978515625,0.014,6.677978515625,0.018,8.981201171875,0.004,9.873291015625,0.001,6.4664306640625,0.021,8.29052734375,0.011,8.8642578125,0.002,8.859130859375,0.005,7.6470947265625,0.014,5.2508544921875,0.048,7.704345703125,0.011,0.019250000000000003,0.02121041204096159,7.93260498046875,2.165016487684363,1.7153437172114843,0.8994158282841547
ZNF423:ENST00000561648.1,3.7528076171875,0.352,7.4266357421875,0.031,3.71240234375,0.374,8.2445068359375,0.026,6.2242431640625,0.064,3.46533203125,0.408,8.9456787109375,0.011,3.4996337890625,0.41,5.548828125,0.098,4.5291748046875,0.202,3.3316650390625,0.46,5.061767578125,0.167,7.3128662109375,0.042,3.60986328125,0.368,4.3590087890625,0.218,5.7401123046875,0.081,4.8494873046875,0.163,4.36083984375,0.204,4.270263671875,0.211,4.9739990234375,0.145,0.20174999999999996,0.1460060831465233,5.160955810546875,1.6748760463865586,0.6951649307709937,0.7127301405429589
ZNF423:ENST00000262383.2,2.9422607421875,0.205,5.3880615234375,0.021,3.287353515625,0.122,6.0308837890625,0.007,4.569091796875,0.036,2.486328125,0.305,7.1585693359375,0.001,2.3450927734375,0.392,4.633544921875,0.04,3.3699951171875,0.112,2.7498779296875,0.257,3.7821044921875,0.075,5.3365478515625,0.019,2.30712890625,0.375,2.8929443359375,0.198,4.53173828125,0.05,3.34814453125,0.129,3.0048828125,0.186,3.38134765625,0.127,3.5440673828125,0.103,0.138,0.11942581930131134,3.854498291015625,1.32107713042636,0.8600894441243173,0.5859678574522736
ZNF425:P1P2,14.24853515625,0.0,20.73974609375,0.0,15.23046875,0.0,20.533447265625,0.0,18.538330078125,0.0,13.9586181640625,0.0,21.696044921875,0.0,15.7314453125,0.0,15.5926513671875,0.0,16.829345703125,0.0,17.496337890625,0.0,20.230224609375,0.0,18.4720458984375,0.0,15.4320068359375,0.0,18.40283203125,0.0,19.29296875,0.0,18.8828125,0.0,15.2110595703125,0.0,14.2227783203125,0.001,16.772216796875,0.0,5e-05,0.00022360679774997898,17.37569580078125,2.391653159382377,4.221848749616356,1.2399422047090205
ZNF426:P1P2,2.7957763671875,0.277,6.2860107421875,0.007,3.26953125,0.179,6.7635498046875,0.01,5.2015380859375,0.037,2.689453125,0.29,8.2137451171875,0.002,3.0401611328125,0.19,4.564697265625,0.041,3.4617919921875,0.153,3.3475341796875,0.178,4.5482177734375,0.048,5.8546142578125,0.015,2.42431640625,0.392,3.4520263671875,0.122,5.2154541015625,0.033,3.8040771484375,0.105,3.3251953125,0.154,3.4423828125,0.141,4.1871337890625,0.071,0.12225,0.10765289005336598,4.2943603515625,1.5359975647745925,0.9127156085462386,0.6328984844711749
ZNF428:P1P2,1.4637451171875,0.584,2.5941162109375,0.141,0.8349609375,0.947,2.7930908203125,0.108,2.1739501953125,0.254,1.301025390625,0.701,2.9295654296875,0.093,0.861083984375,0.934,1.5703125,0.519,1.5130615234375,0.554,0.8687744140625,0.95,1.8526611328125,0.42,2.0726318359375,0.3,1.51220703125,0.548,1.8905029296875,0.329,1.8309326171875,0.39,1.8851318359375,0.338,1.884033203125,0.34,1.7730712890625,0.415,1.4505615234375,0.624,0.4744499999999999,0.26172936504396255,1.75277099609375,0.5836089220737675,0.3238003954843838,0.24372517814196015
ZNF429:P1P2,6.6331787109375,0.026,10.6990966796875,0.0,6.69873046875,0.02,10.6087646484375,0.0,9.3880615234375,0.006,6.47509765625,0.019,12.5135498046875,0.0,6.6405029296875,0.016,9.480712890625,0.004,7.2613525390625,0.008,5.6673583984375,0.043,7.6488037109375,0.01,10.7139892578125,0.002,6.1845703125,0.033,6.6263427734375,0.027,8.5440673828125,0.003,7.5025634765625,0.015,6.9716796875,0.013,7.08154296875,0.017,7.4595947265625,0.013,0.013750000000000004,0.011831603530598173,8.03997802734375,1.8873587700512933,1.8613815661005073,0.905254861855864
ZNF430:P1P2,1.38232421875,0.906,3.445068359375,0.165,1.3858642578125,0.89,3.277099609375,0.227,2.33154296875,0.518,1.5479736328125,0.829,4.51416015625,0.086,1.45068359375,0.883,2.4708251953125,0.424,1.261962890625,0.945,1.074462890625,0.979,1.553466796875,0.857,3.287109375,0.246,1.3575439453125,0.915,1.3277587890625,0.918,1.941162109375,0.708,1.349853515625,0.92,1.6221923828125,0.805,1.7166748046875,0.773,1.7998046875,0.753,0.68735,0.2948436293859403,2.004876708984375,0.9304031842179806,0.16281574465257606,0.30208767059505487
ZNF431:P1P2,9.724365234375,0.025,16.471923828125,0.001,9.3914794921875,0.022,16.336669921875,0.0,14.52978515625,0.002,9.4178466796875,0.017,15.841796875,0.001,9.6435546875,0.019,11.7095947265625,0.005,11.6357421875,0.012,10.796875,0.014,13.2392578125,0.006,14.349853515625,0.003,10.1705322265625,0.017,13.0748291015625,0.0,13.936767578125,0.005,13.760986328125,0.002,11.2027587890625,0.006,9.9327392578125,0.019,12.1787109375,0.002,0.008900000000000002,0.008302821334056463,12.367303466796875,2.3673945376573116,2.050122295963125,1.092275017563503
ZNF432:P1P2,2.65576171875,0.541,4.817138671875,0.114,3.8363037109375,0.244,5.0673828125,0.102,4.1724853515625,0.21,2.6595458984375,0.525,5.61328125,0.066,2.985595703125,0.433,4.0111083984375,0.19,3.004638671875,0.419,3.4542236328125,0.313,3.833251953125,0.269,4.489990234375,0.149,2.4808349609375,0.62,3.584228515625,0.236,4.177734375,0.186,3.67041015625,0.265,2.7921142578125,0.474,3.3355712890625,0.33,3.590087890625,0.272,0.2979,0.15710670192411808,3.71158447265625,0.8485730663831265,0.525914918497182,0.5695593491918172
ZNF433:P1P2,1.3643798828125,0.806,3.4637451171875,0.11,1.4447021484375,0.747,3.3719482421875,0.109,2.3160400390625,0.317,0.8935546875,0.982,3.6649169921875,0.08,0.9598388671875,0.97,2.2138671875,0.388,1.462646484375,0.757,1.4456787109375,0.784,1.8612060546875,0.546,3.1871337890625,0.142,1.556884765625,0.696,1.4669189453125,0.729,2.1739501953125,0.404,1.5948486328125,0.645,1.464111328125,0.736,1.53955078125,0.702,1.5003662109375,0.69,0.567,0.2880228426613709,1.947314453125,0.8383473313793713,0.2464092816599649,0.28943608723143627
ZNF436:P1,14.3275146484375,0.005,20.2332763671875,0.0,14.988037109375,0.001,21.7811279296875,0.0,18.6278076171875,0.001,13.460693359375,0.002,23.3131103515625,0.0,13.774169921875,0.005,18.501220703125,0.001,15.7188720703125,0.003,14.9686279296875,0.002,16.4549560546875,0.001,20.1729736328125,0.0,12.717041015625,0.004,14.8968505859375,0.002,18.8812255859375,0.002,16.1654052734375,0.004,14.7427978515625,0.0,14.9189453125,0.005,17.1531982421875,0.001,0.00195,0.00179105966869954,16.789892578125,2.9370261903242647,2.707743928643524,1.2250479175271618
ZNF436:P2,2.9456787109375,0.345,4.5762939453125,0.104,3.332763671875,0.249,4.4913330078125,0.112,3.3636474609375,0.284,1.917236328125,0.771,3.7537841796875,0.191,2.3824462890625,0.55,3.480224609375,0.247,3.087646484375,0.346,3.4185791015625,0.259,2.9725341796875,0.401,3.7701416015625,0.228,3.7393798828125,0.209,3.4595947265625,0.225,3.1397705078125,0.336,3.7723388671875,0.187,2.885498046875,0.391,2.545166015625,0.52,3.0416259765625,0.364,0.31595,0.15902911848562762,3.3037841796875,0.6421178523763001,0.500367894846307,0.5190116692076104
ZNF438:P2,19.451416015625,0.0,30.373779296875,0.0,19.2010498046875,0.004,31.2607421875,0.0,26.152587890625,0.0,19.6092529296875,0.003,31.6142578125,0.001,19.471923828125,0.002,24.7904052734375,0.001,21.869140625,0.0,20.58154296875,0.003,23.365966796875,0.003,28.836181640625,0.0,19.7650146484375,0.003,21.229736328125,0.001,24.509765625,0.003,23.97705078125,0.0,22.3543701171875,0.001,19.4862060546875,0.003,23.14794921875,0.001,0.00145,0.001394538218230416,23.5524169921875,4.140741945033938,2.835647144215563,1.3720354818474043
